PlayerID,PlayerName,Gender,Age,Country,GamePlayed,MembershipLevel,DeviceUsed,Platform,Location,AmountWagered,AmountWon,SessionCount,PaymentMethod,DatePlayed
31a59bf0-e4e7-4511-ba8d-f36cfd8c1ec7,Corey Gray,Male,60,Angola,Slot Machine,Platinum,Mobile,Land-based,Macau,269.95,248.77,3,Credit Card,2024-11-09
0b18dc87-1afc-4a24-b64a-bc6d61898c4d,Mary French,Male,61,Bangladesh,Keno,Bronze,Mobile,Land-based,Atlantic City,864.75,802.94,20,Bank Transfer,2024-07-22
b831c18c-5ca3-4f67-b59b-3fc7e935725d,Michael Salinas,Non-binary,57,Spain,Slot Machine,Bronze,Desktop,Land-based,Online,5787.29,2183.62,24,Bank Transfer,2024-11-24
6f387d74-23e0-4671-86b3-9de1d3ab3c21,Heather Shaw,Non-binary,62,Moldova,Baccarat,Gold,Mobile,Online,Monte Carlo,3421.92,2848.27,24,Bank Transfer,2024-06-10
724c1aa5-f7a9-470a-99ce-dd6b8bbe6970,Tina Mcdaniel,Male,40,Western Sahara,Roulette,Bronze,Desktop,Online,Macau,1387.6,1101.76,22,PayPal,2024-09-22
78548645-d4cd-43eb-bd31-8bc172fdae20,Lynn Diaz,Male,18,Zambia,Roulette,Platinum,Tablet,Online,Singapore,6279.77,4129.34,27,Crypto,2025-03-26
d79c4d32-8e92-47e5-a3df-7dbc3c431068,Jessica Castaneda,Male,69,Jersey,Keno,Platinum,Mobile,Land-based,Las Vegas,1421.46,1287.2,43,Crypto,2024-09-11
afc258c9-dba9-464a-8920-c58748814124,Lucas Bryan,Non-binary,72,Monaco,Baccarat,Silver,Desktop,Online,Atlantic City,1298.82,708.45,27,Credit Card,2024-11-03
49bfcce4-5d10-4e36-99f6-effa9c9e8916,Jessica Williams,Male,20,Canada,Roulette,Silver,Mobile,Land-based,Singapore,3896.4,689.34,21,Crypto,2024-11-08
fb43fd1a-d1a1-44e4-bcc2-1a760450d198,James Johnson,Female,28,Cook Islands,Keno,Bronze,Tablet,Land-based,Atlantic City,6757.02,753.7,3,Credit Card,2024-11-22
365b6213-c596-42d5-a02c-4267e2d0cad9,Stephanie Porter,Non-binary,45,Somalia,Craps,Silver,Tablet,Land-based,Atlantic City,8722.18,5583.01,46,PayPal,2024-06-26
bc700a96-4534-406c-9a16-0bd450a271a2,Tristan Williams,Male,34,Burundi,Poker,Bronze,Tablet,Land-based,Macau,2739.66,2701.59,4,Credit Card,2024-04-13
799b26db-83ed-4108-b679-412babbda86d,Nicole Smith,Non-binary,24,Jersey,Craps,Silver,Desktop,Land-based,Monte Carlo,1926.28,1088.69,21,Bank Transfer,2025-01-19
d55d303c-3bb1-4336-b92e-fa23f759b18b,Kimberly Spencer,Male,25,Turks and Caicos Islands,Keno,Silver,Desktop,Online,Macau,2595.64,2131.15,26,Bank Transfer,2024-11-02
705695da-1dce-486a-85e6-b1e25e333be9,Emily Mclean,Female,42,Bulgaria,Roulette,Silver,Mobile,Online,Las Vegas,9254.26,5098.09,42,Credit Card,2025-02-22
80c33f93-3f36-4290-bc08-10d309d88597,Sara Garcia,Female,48,Chad,Craps,Platinum,Mobile,Land-based,Singapore,8588.5,1141.25,46,Crypto,2024-09-08
cb7e8d21-29ea-45ac-9df8-7eeb401f526a,Richard Jackson,Female,27,Guernsey,Keno,Bronze,Tablet,Land-based,Macau,241.01,140.25,32,Bank Transfer,2025-04-10
797663af-fa1f-4583-9bf8-639160a509bc,Christine Bowers DDS,Male,70,British Indian Ocean Territory (Chagos Archipelago),Slot Machine,Platinum,Tablet,Online,Atlantic City,3282.07,1992.15,3,Bank Transfer,2024-05-02
1fca8d11-47e2-4495-b4e3-c78e11d67a01,Michael Jackson,Female,44,Armenia,Blackjack,Platinum,Tablet,Land-based,Monte Carlo,8347.16,4658.49,13,Crypto,2024-07-18
e6985846-895e-4354-847d-bbea36446e36,Jillian Barry,Male,43,Malaysia,Slot Machine,Bronze,Tablet,Online,Singapore,4095.92,460.12,7,Bank Transfer,2024-11-04
5468c0f9-6e1f-405d-94c6-03c31af90902,Bryan Lopez,Male,52,Lao People's Democratic Republic,Blackjack,Platinum,Tablet,Land-based,Macau,8895.19,2867.67,35,Crypto,2024-11-21
f37e52ea-1138-4055-ac2d-10cc9bb79f3a,Ronald Campbell,Non-binary,50,India,Roulette,Gold,Tablet,Online,Online,1348.57,1216.23,49,Bank Transfer,2024-05-22
95867c71-e79e-4f29-b3e6-ca582151aed1,Matthew Mcguire,Male,33,Montenegro,Blackjack,Bronze,Desktop,Land-based,Atlantic City,4668.93,2558.87,44,Credit Card,2025-01-07
518e0f88-0055-4fdf-806d-a007b2a8de8b,Evan Riley,Female,54,Yemen,Craps,Platinum,Desktop,Online,Singapore,7760.46,609.13,30,Credit Card,2024-12-27
a5481a80-3d92-421b-bca1-6e9bb91432ba,Tonya Robinson,Female,47,Finland,Slot Machine,Gold,Mobile,Online,Las Vegas,3584.98,2463.62,1,Bank Transfer,2024-09-01
581774d5-5338-4a98-bd66-d144a97d40ba,Robert Wilson,Non-binary,68,Cambodia,Poker,Silver,Mobile,Land-based,Singapore,3194.68,227.21,11,PayPal,2024-09-07
d1be8c7e-5a52-40ac-b12a-f6f71a1dc13e,Gloria Donovan,Non-binary,50,Cape Verde,Roulette,Gold,Tablet,Land-based,Online,6214.13,373.88,9,Credit Card,2025-01-27
96520fd1-7ca6-4e8a-93bd-30e5813b81e4,Steve Perez,Male,47,Pitcairn Islands,Poker,Silver,Desktop,Land-based,Las Vegas,8685.27,7516.31,47,Bank Transfer,2024-05-01
9b903de7-54fd-456e-8748-325f1243e320,Darryl Pearson,Male,43,American Samoa,Blackjack,Silver,Desktop,Land-based,Macau,9943.97,9156.58,9,PayPal,2025-01-29
0b371b01-de3b-4d5e-86fb-88c79377bd9c,Kayla Bryan,Male,21,Mongolia,Baccarat,Platinum,Tablet,Land-based,Atlantic City,3214.61,404.45,47,Bank Transfer,2024-07-29
7cfb9f98-2f1b-4fa7-bd8c-7ff274fdbdbd,Jill Warren,Male,44,Marshall Islands,Roulette,Platinum,Tablet,Online,Singapore,9658.63,9212.82,50,Credit Card,2024-06-07
a14c88e5-cb73-4df8-a2eb-e46fbb8a33b4,Elizabeth Frazier,Male,34,Lesotho,Poker,Gold,Mobile,Online,Singapore,2524.75,2260.82,6,Crypto,2024-04-11
2c69680b-aa36-49b6-957c-6a925add9799,Jennifer Howe,Male,20,Chile,Blackjack,Silver,Mobile,Online,Macau,6325.48,1497.71,46,Crypto,2025-01-19
eb841cbf-bdab-4f54-bf5a-72f04844b3df,Frances Campos,Male,26,French Southern Territories,Roulette,Gold,Mobile,Land-based,Online,1447.67,325.48,13,PayPal,2024-10-15
35c0d569-047e-4b3d-9f81-7855441bd0be,Catherine Davila,Non-binary,28,Papua New Guinea,Poker,Bronze,Mobile,Land-based,Atlantic City,7766.08,2675.05,13,PayPal,2025-01-18
f1708d40-101a-4e20-b6db-959030fb4b46,Gina Hines,Female,72,Solomon Islands,Baccarat,Silver,Mobile,Land-based,Singapore,7604.62,4239.12,47,Crypto,2024-06-12
67329997-6579-4072-b3f0-16bb3669c34a,Tracey Dominguez,Male,26,Comoros,Roulette,Gold,Tablet,Land-based,Online,5895.8,5517.03,48,Crypto,2025-01-09
efc637ba-1470-44d4-92bd-a2c356a25105,Mary Sims,Non-binary,26,Austria,Keno,Gold,Mobile,Online,Online,4464.61,3030.66,44,Credit Card,2025-03-04
f65fe10e-f931-49dd-a583-e50c29eb1a2d,Brianna Bennett,Non-binary,53,Oman,Roulette,Bronze,Desktop,Land-based,Atlantic City,5035.59,4010.78,30,Crypto,2024-08-23
427708e5-2970-4a56-8c16-cc8a4667ca49,Destiny Davis,Female,31,Czech Republic,Blackjack,Platinum,Tablet,Land-based,Atlantic City,5280.86,769.57,21,PayPal,2025-01-14
776af113-411a-4c14-b3b5-c46fc5a909ed,Desiree Escobar,Non-binary,18,Hungary,Roulette,Gold,Mobile,Land-based,Singapore,3647.89,3262.01,8,Crypto,2025-01-11
3698cd17-8838-420f-a783-6a0fe29b664d,Alison Thompson,Female,25,Falkland Islands (Malvinas),Craps,Gold,Mobile,Online,Las Vegas,5124.27,4340.28,8,Crypto,2024-08-14
a060fc57-af5e-4d51-b4bc-0c96898a0f11,James Dorsey,Male,59,British Indian Ocean Territory (Chagos Archipelago),Roulette,Silver,Tablet,Land-based,Macau,5571.11,3378.14,46,Crypto,2024-06-16
cfdbcf93-639d-47d3-b354-0c5d96ff0614,Christian Strickland,Non-binary,59,Wallis and Futuna,Baccarat,Silver,Desktop,Online,Singapore,1276.32,895.35,14,PayPal,2024-10-17
dd53e8ce-2f2b-470a-b002-8a15e601a986,Cassandra Smith,Female,54,Fiji,Poker,Gold,Mobile,Online,Atlantic City,4266.21,1463.66,13,Bank Transfer,2025-01-14
3330b679-0861-414b-af21-be349a8790e2,Christina Murphy,Male,69,Austria,Blackjack,Gold,Desktop,Online,Macau,7232.03,4703.16,48,Crypto,2024-07-11
87980c9f-032c-4fa1-be36-cc85d37be2f7,Jordan Cole,Male,20,Malaysia,Keno,Silver,Mobile,Online,Monte Carlo,9988.65,800.54,36,PayPal,2024-10-23
e008a734-1e10-4cdf-a410-e82f67b548a9,Sarah Walls,Male,75,Saint Barthelemy,Slot Machine,Platinum,Mobile,Online,Singapore,9187.84,9138.69,13,Crypto,2024-12-20
acff0e46-8642-4bf1-9968-92cce6f8fe0b,James Brown,Non-binary,43,Gabon,Craps,Bronze,Desktop,Land-based,Atlantic City,1406.57,240.78,41,Bank Transfer,2024-07-22
5599778f-d549-467a-8d2e-fb2b0e996df9,Justin Arnold,Male,31,Zimbabwe,Blackjack,Bronze,Tablet,Online,Las Vegas,3667.36,3207.98,1,Credit Card,2024-07-22
1d853d5b-6960-418f-9f98-2de6000c90d4,April James,Male,39,Cocos (Keeling) Islands,Slot Machine,Silver,Tablet,Online,Online,1364.05,429.81,23,Crypto,2025-02-11
b2bb5a98-43e9-45ce-98e3-08244c120e3e,Mark Jones,Male,18,Nauru,Craps,Bronze,Desktop,Land-based,Las Vegas,1497.9,1154.17,22,Bank Transfer,2024-07-30
8a392410-0273-4db2-ac81-b9d5b946d1a9,Christopher Gray,Male,50,Nauru,Slot Machine,Platinum,Mobile,Online,Atlantic City,3092.34,744.56,1,Credit Card,2024-08-06
23963e5d-5064-4bf2-bc7c-fd4b0ef89944,Christopher Brown,Non-binary,59,Guadeloupe,Poker,Bronze,Tablet,Online,Monte Carlo,9067.61,967.36,31,Credit Card,2024-10-18
989f972a-66f5-4cb6-9835-13fb250e9145,Nancy Mayer,Female,42,Hong Kong,Blackjack,Gold,Desktop,Land-based,Monte Carlo,1360.04,449.91,36,Crypto,2024-05-28
a41a5ab3-7715-42e7-919a-fb5927cb0f5d,Melissa Snow,Male,18,Venezuela,Poker,Silver,Tablet,Online,Macau,9213.91,4337.53,28,Crypto,2024-07-03
4520635f-5354-4813-9454-1201bcd74eb2,Sharon Jordan,Non-binary,42,United States of America,Poker,Silver,Tablet,Online,Atlantic City,4446.15,1608.12,46,Credit Card,2025-03-28
86d504b2-a03a-4d15-884b-40e99912d0f3,Alan Callahan,Male,23,Iraq,Keno,Silver,Tablet,Land-based,Online,4173.15,2201.24,38,Credit Card,2025-02-06
1d0adfc0-26cc-49f1-817d-dcb25d162eda,Randy Henderson,Non-binary,31,Bermuda,Keno,Bronze,Tablet,Online,Singapore,5726.56,3629.45,17,Bank Transfer,2024-06-15
c5f1a0b2-3045-4cf9-a5ed-f91b0f1c06ab,Stephen Burke,Non-binary,26,Christmas Island,Craps,Silver,Desktop,Land-based,Las Vegas,4524.45,1818.29,44,Crypto,2024-10-17
314a63a5-21a7-4d05-999c-ff8a0fbb0fde,Jose Chase,Non-binary,31,Libyan Arab Jamahiriya,Craps,Silver,Mobile,Online,Atlantic City,4755.41,3731.3,18,Bank Transfer,2024-12-07
d9c6f596-d93d-4374-9d40-8e99619fbbc1,Shannon Simpson,Female,71,Djibouti,Poker,Silver,Desktop,Online,Atlantic City,9499.08,6461.35,39,Credit Card,2024-10-19
bc0866f7-fca7-44ad-9881-26846295955e,Alexandra Johnson,Female,32,Saint Lucia,Slot Machine,Gold,Mobile,Land-based,Online,1482.92,325.85,33,Credit Card,2024-10-19
37f82a34-8eb7-446e-a1bf-792b3ea41b4e,Rebekah Jensen,Female,29,Sweden,Keno,Bronze,Tablet,Land-based,Singapore,2588.64,112.01,1,Crypto,2024-10-28
59675a7a-d6a2-4cde-b241-713de7ac9eae,Karen Russo,Female,22,Papua New Guinea,Keno,Platinum,Desktop,Land-based,Monte Carlo,1922.64,1400.73,34,Bank Transfer,2024-10-25
7f082edc-9cd0-4621-8e23-649779bebc42,Janet Weiss,Non-binary,23,Wallis and Futuna,Keno,Silver,Mobile,Online,Monte Carlo,4652.28,295.85,7,Crypto,2024-07-09
98beb8a1-1a95-474c-9842-15cb1c98f63d,Nancy Chapman,Female,43,Rwanda,Baccarat,Bronze,Tablet,Land-based,Online,1697.27,708.14,18,Crypto,2024-05-15
0dd287e9-2a76-4981-8ad5-29f3f4e0e559,Julian Smith,Female,25,South Georgia and the South Sandwich Islands,Roulette,Silver,Tablet,Land-based,Macau,6228.62,756.17,14,Crypto,2024-04-26
e38176df-cd01-4797-8d01-ca37b9bf14c0,Andrew Williamson,Male,61,Grenada,Poker,Bronze,Tablet,Online,Singapore,1259.21,323.91,13,Credit Card,2024-05-08
330c361a-1d90-4cc4-9215-c283483f2a0a,Sara Sims,Male,49,Bosnia and Herzegovina,Baccarat,Silver,Desktop,Online,Atlantic City,6794.07,2647.24,14,Bank Transfer,2025-03-07
d06e3d90-496c-4e82-8be1-5cab2979c65b,Christine Johnson,Female,62,Falkland Islands (Malvinas),Blackjack,Bronze,Mobile,Land-based,Atlantic City,1182.75,753.95,25,Crypto,2025-02-03
d720bee3-f905-4347-9f4c-9a264b55c4cc,Jennifer Ballard,Non-binary,40,Afghanistan,Craps,Platinum,Desktop,Online,Singapore,2662.91,1116.63,7,PayPal,2024-11-18
dce2c0bb-a35a-4017-b202-a6b3763ab002,Nathan Miller,Male,37,Guyana,Craps,Gold,Tablet,Land-based,Macau,7779.53,7730.61,6,Credit Card,2025-02-21
9e6c3811-366f-42cf-96b4-52a945f6ac57,Anita Maxwell,Male,53,Saint Lucia,Baccarat,Platinum,Mobile,Online,Singapore,1968.35,397.57,13,Credit Card,2024-11-22
f6e91111-362f-4e41-aecf-94a129b0b645,Daniel Lawrence,Male,52,United Kingdom,Baccarat,Platinum,Tablet,Online,Online,3878.07,1504.03,37,Bank Transfer,2024-06-03
7f2e6628-fe76-423d-b1bc-f5b25cb22e13,Gary Allen,Female,36,Thailand,Baccarat,Platinum,Desktop,Land-based,Online,4485.97,1004.56,24,Credit Card,2024-10-05
5310d63a-5d06-434b-848d-ffa854b2e7b8,Margaret Mitchell,Male,19,Cyprus,Craps,Silver,Mobile,Land-based,Las Vegas,9050.62,4771.72,40,Credit Card,2024-12-09
845b0bb4-21c3-4b82-9e84-dde51f127432,Connie Johnson,Male,21,Czech Republic,Blackjack,Gold,Desktop,Online,Atlantic City,1916.98,213.51,43,Bank Transfer,2024-10-01
33f4ee3c-b3bd-45a0-b35e-8d22560ac5bd,Christopher Wheeler,Male,38,Hungary,Keno,Silver,Desktop,Land-based,Macau,7411.11,5051.12,20,Credit Card,2024-06-30
8df9a4a7-a2de-4523-a9c6-36b05abd1965,Richard Dawson,Female,55,Azerbaijan,Keno,Silver,Mobile,Online,Atlantic City,916.1,691.36,2,Credit Card,2024-04-21
3f6085be-07eb-402b-8d7f-b26302770942,Patricia Richardson,Non-binary,27,Seychelles,Poker,Gold,Tablet,Land-based,Singapore,3468.33,2941.28,47,Crypto,2025-01-20
d7da5a96-8330-488f-b8ce-c4aa7823d4bb,Denise Jones,Female,64,Liechtenstein,Slot Machine,Platinum,Mobile,Land-based,Online,6700.36,3082.7,17,Bank Transfer,2025-02-18
153fbed6-bc5a-47b6-84ee-c20f4a3f7b1f,Pamela Pitts,Non-binary,32,Georgia,Slot Machine,Gold,Mobile,Online,Singapore,5366.6,497.42,4,Credit Card,2025-01-28
b4e12b09-9211-4ad9-b1d5-001a48fbfbc9,Heather Carter,Non-binary,52,Dominica,Craps,Platinum,Desktop,Land-based,Online,1783.3,1471.16,46,Bank Transfer,2024-04-26
c32140bd-0cb0-49c1-8406-51620c6c53fe,Marco Taylor,Female,68,Greenland,Slot Machine,Gold,Desktop,Online,Singapore,1376.21,11.64,9,PayPal,2024-06-20
59d0ad4d-6fc6-40fc-87af-84a0e705a179,Lisa Osborne,Female,72,Anguilla,Baccarat,Bronze,Tablet,Online,Macau,1878.6,791.53,50,Bank Transfer,2024-08-15
8b91043c-1d2a-4be5-9a7a-008bb9bbc0f8,Dale Boyle,Non-binary,51,British Indian Ocean Territory (Chagos Archipelago),Craps,Bronze,Mobile,Online,Singapore,1103.2,1091.86,31,Credit Card,2024-11-10
48cbdc77-74a1-410a-99ff-bec628ea2383,Amber Phelps,Male,34,Tanzania,Roulette,Silver,Tablet,Land-based,Singapore,1614.57,93.09,48,PayPal,2025-03-14
b0ef7d8b-0449-4c9a-8d73-ee42e8f00d6f,Bryan Wong,Female,30,Chad,Slot Machine,Silver,Tablet,Land-based,Macau,1670.54,189.11,15,Crypto,2025-01-27
3b53752b-b1b4-420f-b008-1e064e86e040,Raymond Lynn,Male,33,Cook Islands,Keno,Gold,Mobile,Land-based,Singapore,2209.83,1071.35,1,Crypto,2024-07-10
d35b3bcf-c0f3-4540-ad4a-a76d0ac0f0ae,Dustin Holland,Male,58,Marshall Islands,Slot Machine,Bronze,Desktop,Land-based,Macau,7796.62,4533.22,45,Crypto,2024-10-13
1670f13a-de42-4692-afbe-50e01696cfed,Jennifer Smith,Female,61,Luxembourg,Blackjack,Gold,Desktop,Land-based,Singapore,6843.9,3901.53,9,PayPal,2024-05-16
eb722155-b3c9-46d1-9a6b-083d4a7793c4,Jenna Olsen,Female,47,Bhutan,Craps,Platinum,Tablet,Land-based,Las Vegas,8803.59,7743.1,19,Credit Card,2025-04-08
b058b0c9-d49f-43dd-a061-6cc551663f76,Jennifer Jacobs,Female,49,Burundi,Blackjack,Silver,Mobile,Land-based,Online,4072.48,2617.95,12,PayPal,2024-04-15
7a8df43a-d5d0-43bb-bcfe-2b40106a28ef,Dr. Stephanie Smith,Non-binary,66,Svalbard & Jan Mayen Islands,Craps,Gold,Mobile,Land-based,Monte Carlo,2890.37,435.67,19,Crypto,2024-09-21
141f3a6b-75d2-448a-8ece-51dd25ff6757,Charles White,Male,72,Martinique,Roulette,Platinum,Mobile,Land-based,Las Vegas,5666.41,1773.69,7,Crypto,2024-10-11
47358252-5685-4885-a07d-38b0410cfe70,Dakota Smith,Female,64,Gabon,Roulette,Bronze,Mobile,Land-based,Monte Carlo,8000.07,5450.36,1,Credit Card,2024-09-27
88cb3fce-827e-4486-8484-c3c0601945ff,Dr. Lynn Lopez,Non-binary,49,Peru,Slot Machine,Platinum,Mobile,Land-based,Online,3997.31,256.42,25,PayPal,2024-08-16
85b21359-795e-4385-baf3-73ab79c34da8,Valerie Gallegos,Female,53,Antarctica (the territory South of 60 deg S),Roulette,Platinum,Tablet,Online,Las Vegas,2463.83,2279.3,25,Bank Transfer,2024-07-16
e34bb31c-9bbc-48f5-b560-3a7f1564c52d,Hannah Peterson,Female,40,New Zealand,Roulette,Silver,Desktop,Online,Las Vegas,1062.7,208.26,13,Credit Card,2024-08-31
d7034a1b-2a8f-4a57-bdb2-2f8296319ed5,Carlos Hayes,Male,40,Burkina Faso,Blackjack,Platinum,Tablet,Online,Monte Carlo,6570.61,282.71,20,PayPal,2024-05-04
e314bff0-36bc-45ef-83a5-0ab5835abf32,Nathan Davenport,Non-binary,69,Sudan,Blackjack,Bronze,Tablet,Online,Online,3151.85,381.48,15,PayPal,2025-04-03
aa105a1f-fdd6-4fc4-8c7b-a34e58e49f83,Clarence Smith,Male,42,Netherlands Antilles,Keno,Silver,Tablet,Land-based,Las Vegas,7015.98,6260.78,5,Bank Transfer,2024-08-30
be19c77c-3aa5-4fa8-94d9-584c50e40aef,Kyle Anderson,Female,57,Guatemala,Baccarat,Gold,Mobile,Online,Atlantic City,3113.17,766.94,8,Bank Transfer,2025-01-27
2dffd22f-650c-4893-bd72-879b5d7c385d,Theresa Jackson,Non-binary,25,Timor-Leste,Keno,Platinum,Mobile,Online,Online,6619.02,1446.04,18,Credit Card,2024-05-03
f59a3347-2a4e-4031-8f8b-4d192ff4b905,Rachel Bauer,Female,29,Myanmar,Craps,Silver,Mobile,Land-based,Monte Carlo,7948.64,6497.99,28,Crypto,2025-03-10
249c24b9-225e-4ee8-b447-f14ba81a6a6c,Jared Diaz,Non-binary,57,French Guiana,Poker,Bronze,Desktop,Land-based,Monte Carlo,1447.17,186.3,14,Bank Transfer,2025-03-14
e3042435-a0da-43d5-95c4-e51ddc791824,Darlene Jordan,Non-binary,48,Tonga,Slot Machine,Gold,Desktop,Land-based,Singapore,8185.14,2445.34,22,PayPal,2024-09-16
74bb3a23-0bbd-45e5-84c8-629235f809a1,Donna Ryan,Female,36,Thailand,Keno,Bronze,Tablet,Online,Online,6710.61,4089.35,46,Crypto,2024-05-04
971ac8ff-6486-4d27-bcf6-15f16adf00b0,Jeffrey Padilla,Non-binary,54,French Guiana,Blackjack,Bronze,Desktop,Land-based,Online,4365.16,3046.14,12,Crypto,2024-04-14
d8c21269-219d-491b-aa28-ef7898b282d3,Antonio Gonzalez,Female,55,Libyan Arab Jamahiriya,Baccarat,Platinum,Desktop,Online,Atlantic City,4201.98,3637.75,44,PayPal,2024-11-24
2b1eb023-894c-411c-8c7e-11d71d440aca,Adam Richardson,Non-binary,24,Trinidad and Tobago,Baccarat,Platinum,Tablet,Land-based,Online,2407.99,1854.88,42,PayPal,2024-11-03
9430ddbc-90f2-4bf0-bee1-09e9bbffcd76,Evan Hall,Female,70,El Salvador,Craps,Platinum,Desktop,Online,Las Vegas,3451.48,1926.68,19,Crypto,2024-10-05
b66f2de0-71ec-4ba3-827c-f1c73df2ab58,Jennifer Baldwin,Female,44,Faroe Islands,Craps,Gold,Mobile,Land-based,Singapore,8015.42,5681.04,38,PayPal,2024-11-19
